year,month,day,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Philadelphia,New York,Boston
2015,5,6,98.33333333333333,88.70833333333333,79.58333333333333,83.95833333333333,78.29166666666667,78.95833333333333,29.333333333333332,39.583333333333336,66.66666666666667,95.04166666666667,95.375,84.45833333333333,75.70833333333333,71.04166666666667,73.70833333333333,63.416666666666664,84.91666666666667,58.5,55.166666666666664,50.25,88.79166666666667,92.70833333333333,60.958333333333336,83.625,71.0,47.791666666666664,46.666666666666664,67.16666666666667
2015,5,7,92.125,73.58333333333333,68.70833333333333,70.70833333333333,75.58333333333333,83.33333333333333,29.166666666666668,32.25,53.0,97.75,90.125,79.5,73.91666666666667,80.79166666666667,78.54166666666667,57.875,61.541666666666664,53.166666666666664,52.458333333333336,54.791666666666664,76.04166666666667,84.41666666666667,59.875,89.83333333333333,69.16666666666667,55.458333333333336,59.291666666666664,59.708333333333336
2015,5,8,86.45833333333333,53.25,80.95833333333333,58.916666666666664,89.625,94.66666666666667,38.166666666666664,38.375,31.291666666666668,99.75,83.83333333333333,86.125,78.45833333333333,90.875,89.25,70.70833333333333,58.0,50.458333333333336,48.791666666666664,55.333333333333336,61.625,63.041666666666664,66.20833333333333,88.5,60.041666666666664,57.416666666666664,49.875,65.16666666666667
2015,5,9,83.5,46.958333333333336,88.29166666666667,53.208333333333336,84.95833333333333,90.95833333333333,44.458333333333336,51.375,29.333333333333332,99.5,76.70833333333333,89.75,77.54166666666667,93.70833333333333,71.5,92.375,86.91666666666667,58.5,73.25,58.583333333333336,75.625,70.79166666666667,71.04166666666667,71.16666666666667,56.0,69.54166666666667,66.25,85.875
2015,5,10,85.66666666666667,58.041666666666664,90.95833333333333,54.958333333333336,70.29166666666667,75.16666666666667,47.875,41.208333333333336,45.5,93.08333333333333,74.04166666666667,92.25,74.29166666666667,93.70833333333333,61.75,91.16666666666667,94.25,61.5,78.16666666666667,57.375,77.75,72.875,72.70833333333333,74.29166666666667,54.125,74.83333333333333,78.70833333333333,70.91666666666667
2015,5,11,94.20833333333333,71.33333333333333,90.04166666666667,67.625,64.29166666666667,71.375,31.0,32.875,42.083333333333336,80.91666666666667,89.79166666666667,94.41666666666667,94.91666666666667,84.70833333333333,92.25,92.25,86.25,59.458333333333336,71.58333333333333,58.875,79.45833333333333,68.29166666666667,74.25,74.25,58.583333333333336,78.16666666666667,72.625,73.25
2015,5,12,96.20833333333333,96.04166666666667,77.875,81.5,65.91666666666667,78.5,23.291666666666668,25.625,51.041666666666664,68.45833333333333,96.5,77.125,96.45833333333333,67.58333333333333,83.83333333333333,68.41666666666667,76.25,59.25,63.25,62.875,76.04166666666667,71.04166666666667,60.458333333333336,70.91666666666667,56.5,73.33333333333333,74.58333333333333,92.41666666666667
2015,5,13,98.375,93.20833333333333,84.08333333333333,89.95833333333333,72.83333333333333,77.08333333333333,22.75,27.333333333333332,83.83333333333333,68.45833333333333,96.04166666666667,91.0,85.95833333333333,59.0,62.625,69.75,81.20833333333333,49.375,63.916666666666664,51.708333333333336,75.0,74.45833333333333,49.916666666666664,71.45833333333333,51.875,39.125,42.458333333333336,69.20833333333333
2015,5,14,99.83333333333333,76.33333333333333,86.58333333333333,90.375,84.0,87.125,22.708333333333332,39.041666666666664,41.166666666666664,77.125,97.25,94.33333333333333,80.33333333333333,85.66666666666667,71.29166666666667,71.125,80.33333333333333,53.75,56.125,44.333333333333336,72.20833333333333,78.375,54.583333333333336,75.16666666666667,65.25,41.25,40.125,69.875
2015,5,15,98.08333333333333,74.20833333333333,88.83333333333333,74.54166666666667,96.45833333333333,97.875,48.166666666666664,49.083333333333336,34.791666666666664,61.75,93.375,90.0,81.0,90.08333333333333,95.25,70.25,74.45833333333333,62.333333333333336,54.916666666666664,59.041666666666664,76.04166666666667,89.54166666666667,69.375,67.08333333333333,57.666666666666664,46.791666666666664,46.625,71.41666666666667
2015,5,16,97.20833333333333,81.75,89.04166666666667,74.95833333333333,78.54166666666667,93.95833333333333,45.333333333333336,91.91666666666667,43.166666666666664,85.29166666666667,87.16666666666667,86.45833333333333,82.29166666666667,88.375,83.125,82.58333333333333,82.08333333333333,83.08333333333333,75.125,71.125,90.79166666666667,74.25,69.91666666666667,70.125,65.75,57.625,56.875,69.91666666666667
2015,5,17,97.16666666666667,79.75,91.5,77.83333333333333,77.04166666666667,80.29166666666667,41.833333333333336,63.958333333333336,51.0,74.16666666666667,87.91666666666667,89.16666666666667,77.41666666666667,89.54166666666667,82.33333333333333,88.58333333333333,75.08333333333333,79.75,88.875,55.083333333333336,85.08333333333333,77.5,61.333333333333336,69.83333333333333,85.625,70.0,83.875,79.29166666666667
